account_id,churn_score,risk_level,MRR,quadrant,action_recommandee
A-65c341,0.88,medium,3818.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-dcc2f0,0.9,medium,1465.875,Q2 - Action automatisée,Email automatisé de relance
A-ced9aa,0.38,low,568.3636363636364,Q4 - Stable,Aucune action prioritaire
A-3d957b,0.99,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-89ee83,0.16,low,2264.2727272727275,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-883b7d,0.1,low,2543.6666666666665,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-dcc3f1,0.75,low,1554.0,Q2 - Action automatisée,Email automatisé de relance
A-c62e55,0.13,low,1322.4444444444443,Q4 - Stable,Aucune action prioritaire
A-e4144b,0.33,low,3542.4,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-e40f45,0.85,low,1904.3333333333333,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-96215d,0.66,low,1718.6666666666667,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-2b9d3e,0.24,low,571.3333333333334,Q4 - Stable,Aucune action prioritaire
A-b7724f,0.8,low,354.6666666666667,Q2 - Action automatisée,Email automatisé de relance
A-310452,0.96,high,441.0,Q2 - Action automatisée,Email automatisé de relance
A-eb1312,0.8,low,1225.0,Q2 - Action automatisée,Email automatisé de relance
A-df1e44,0.9,medium,1317.111111111111,Q2 - Action automatisée,Email automatisé de relance
A-6a7c9d,0.89,medium,5174.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-cbd1a3,0.39,low,1635.1,Q4 - Stable,Aucune action prioritaire
A-a8d89d,0.65,low,3390.6666666666665,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-600734,0.58,low,1394.7692307692307,Q2 - Action automatisée,Email automatisé de relance
A-86fc1d,0.96,high,2744.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-78f02b,0.98,high,3770.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-acb7f7,0.94,medium,4492.333333333333,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-712f1c,0.76,low,3480.3,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-3793ee,1.0,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-9a532a,0.79,low,2736.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-2ebb4b,0.44,low,3068.8,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-6843f2,0.3,low,1835.5555555555557,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-c9bb3e,0.85,low,1430.625,Q2 - Action automatisée,Email automatisé de relance
A-4814a3,0.71,low,6133.5,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-b7b7b7,0.2,low,2379.8333333333335,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-ccc747,0.86,medium,865.6666666666666,Q2 - Action automatisée,Email automatisé de relance
A-bb3bd4,0.96,high,2047.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-09316c,0.91,medium,5101.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-96bbc6,0.8,low,4240.714285714285,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-bc4d48,0.71,low,1770.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-b30291,0.96,high,870.2,Q2 - Action automatisée,Email automatisé de relance
A-cdf020,0.91,medium,2259.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-e6afc1,0.3,low,2052.909090909091,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-e3bd71,0.96,high,6169.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-b179bf,0.76,low,4278.5,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-098560,0.84,low,1329.625,Q2 - Action automatisée,Email automatisé de relance
A-82861f,0.96,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-94c3cd,0.32,low,1506.0,Q4 - Stable,Aucune action prioritaire
A-a33200,0.9,medium,3596.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-034368,0.99,high,247.0,Q2 - Action automatisée,Email automatisé de relance
A-b54c01,0.97,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-d82ef9,0.89,medium,1283.0,Q2 - Action automatisée,Email automatisé de relance
A-bb2f49,0.15,low,2180.909090909091,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-1f559b,0.85,low,1285.111111111111,Q2 - Action automatisée,Email automatisé de relance
A-5a215a,0.15,low,7230.666666666667,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-3f9cc0,0.9,medium,2848.5714285714284,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-f9cc74,0.25,low,1555.7,Q4 - Stable,Aucune action prioritaire
A-ed510f,0.94,medium,1029.0,Q2 - Action automatisée,Email automatisé de relance
A-5c9849,0.94,medium,532.0,Q2 - Action automatisée,Email automatisé de relance
A-a7bd4b,0.77,low,569.8181818181819,Q2 - Action automatisée,Email automatisé de relance
A-d4ac0e,0.14,low,1450.3684210526317,Q4 - Stable,Aucune action prioritaire
A-ffdfd5,0.93,medium,469.0,Q2 - Action automatisée,Email automatisé de relance
A-0dbdc6,0.93,medium,380.0,Q2 - Action automatisée,Email automatisé de relance
A-7cfe77,0.92,medium,2553.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-1f0636,0.25,low,8610.0,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-40de06,0.12,low,1803.875,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-cb5333,0.82,low,1259.4,Q2 - Action automatisée,Email automatisé de relance
A-309e54,0.96,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-6e7827,0.96,high,252.5,Q2 - Action automatisée,Email automatisé de relance
A-50bb9f,0.83,low,2467.6666666666665,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-5fe118,0.93,medium,5572.5,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-5247b3,0.89,medium,1115.888888888889,Q2 - Action automatisée,Email automatisé de relance
A-f44180,0.94,medium,2288.5,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-c16cf7,0.9,medium,1705.5,Q2 - Action automatisée,Email automatisé de relance
A-d42431,0.92,medium,2264.2,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-6965e1,0.91,medium,2270.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-0354fe,0.87,medium,1740.8,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-0a62f5,0.96,high,1215.25,Q2 - Action automatisée,Email automatisé de relance
A-f5641b,0.7,low,4112.666666666667,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-b44e3e,0.97,high,15721.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-3b37d9,0.78,low,2476.3333333333335,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-54d94a,0.13,low,1141.5454545454545,Q4 - Stable,Aucune action prioritaire
A-7f29a7,0.97,high,519.3333333333334,Q2 - Action automatisée,Email automatisé de relance
A-089363,0.97,high,286.0,Q2 - Action automatisée,Email automatisé de relance
A-524364,0.84,low,1592.0,Q2 - Action automatisée,Email automatisé de relance
A-855a48,0.95,high,3797.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-756192,0.11,low,2140.0,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-49b828,0.08,low,2222.0,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-c7ffc2,0.91,medium,2932.2,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-751c58,0.8,low,1634.25,Q2 - Action automatisée,Email automatisé de relance
A-72799b,0.92,medium,1061.0,Q2 - Action automatisée,Email automatisé de relance
A-812c5b,0.95,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-69b156,0.21,low,1588.111111111111,Q4 - Stable,Aucune action prioritaire
A-075038,0.92,medium,1393.1538461538462,Q2 - Action automatisée,Email automatisé de relance
A-940b8b,0.26,low,1205.0,Q4 - Stable,Aucune action prioritaire
A-2d1036,0.85,low,5451.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-0f6450,0.86,medium,1563.3333333333333,Q2 - Action automatisée,Email automatisé de relance
A-9affe6,0.96,high,1031.8,Q2 - Action automatisée,Email automatisé de relance
A-80eeb6,0.86,medium,4010.4,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-d4e0d4,0.81,low,13806.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-c7e58b,0.24,low,769.1428571428571,Q4 - Stable,Aucune action prioritaire
A-016043,0.97,high,114.0,Q2 - Action automatisée,Email automatisé de relance
A-bbe56f,0.1,low,1205.0,Q4 - Stable,Aucune action prioritaire
A-7c5768,0.29,low,376.55555555555554,Q4 - Stable,Aucune action prioritaire
A-751bd4,0.98,high,190.0,Q2 - Action automatisée,Email automatisé de relance
A-4e0e85,0.97,high,597.0,Q2 - Action automatisée,Email automatisé de relance
A-ad3abd,0.99,high,3916.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-e19ff6,0.9,medium,257.0,Q2 - Action automatisée,Email automatisé de relance
A-7920cc,0.17,low,3255.5625,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-5a92e7,0.87,medium,778.5714285714286,Q2 - Action automatisée,Email automatisé de relance
A-fdfc91,0.13,low,2061.2,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-1e50e0,0.91,medium,2861.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-1e1b80,0.93,medium,4053.9166666666665,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-659280,0.87,medium,2145.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-f6b2fb,0.95,high,1707.75,Q2 - Action automatisée,Email automatisé de relance
A-cb6cc6,0.16,low,374.57142857142856,Q4 - Stable,Aucune action prioritaire
A-d62e02,0.26,low,2132.4,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-d535f6,0.88,medium,705.0,Q2 - Action automatisée,Email automatisé de relance
A-39868b,0.76,low,1791.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-3cc791,0.91,medium,965.4285714285714,Q2 - Action automatisée,Email automatisé de relance
A-337bc1,0.94,medium,4118.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-58b9ff,0.86,medium,2037.9,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-bf7919,0.97,high,298.5,Q2 - Action automatisée,Email automatisé de relance
A-1d5444,0.95,high,2790.714285714286,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-0f3e88,0.87,medium,678.4285714285714,Q2 - Action automatisée,Email automatisé de relance
A-7641d3,0.94,medium,1100.7142857142858,Q2 - Action automatisée,Email automatisé de relance
A-cd458b,0.89,medium,2589.818181818182,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-c16b88,0.88,medium,0.0,Q2 - Action automatisée,Email automatisé de relance
A-59f724,0.49,low,814.4166666666666,Q4 - Stable,Aucune action prioritaire
A-87aa7b,0.85,low,1430.0625,Q2 - Action automatisée,Email automatisé de relance
A-1e6fc3,0.97,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-39ddf4,0.95,high,5058.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-34ea2f,0.38,low,956.3333333333334,Q4 - Stable,Aucune action prioritaire
A-716841,0.92,medium,1387.3333333333333,Q2 - Action automatisée,Email automatisé de relance
A-558c72,0.62,low,1310.142857142857,Q2 - Action automatisée,Email automatisé de relance
A-b11cd0,0.47,low,801.0,Q4 - Stable,Aucune action prioritaire
A-cc1d8d,0.85,low,723.1428571428571,Q2 - Action automatisée,Email automatisé de relance
A-7f4db3,0.93,medium,1592.0,Q2 - Action automatisée,Email automatisé de relance
A-db5e9e,0.9,medium,1156.375,Q2 - Action automatisée,Email automatisé de relance
A-cc102e,0.98,high,975.8571428571428,Q2 - Action automatisée,Email automatisé de relance
A-82d8a6,0.65,low,1962.571428571429,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-dec005,0.88,medium,3074.4,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-5790f4,0.92,medium,3154.3333333333335,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-7c83a1,0.96,high,1470.0,Q2 - Action automatisée,Email automatisé de relance
A-297a2d,0.24,low,2874.6,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-4c56c9,0.9,medium,0.0,Q2 - Action automatisée,Email automatisé de relance
A-cbbe12,0.16,low,2180.1666666666665,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-4a267b,0.88,medium,5771.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-bcbe98,0.82,low,2213.1111111111113,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-427b69,0.27,low,1995.8,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-0be015,0.98,high,392.6666666666667,Q2 - Action automatisée,Email automatisé de relance
A-054577,0.27,low,2787.5625,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-bc87bc,0.21,low,1504.0,Q4 - Stable,Aucune action prioritaire
A-0f7d77,1.0,high,0.0,Q2 - Action automatisée,Email automatisé de relance
A-e7beab,0.95,high,1840.75,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-a09355,0.8,low,2439.25,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-31ab9a,0.91,medium,1114.75,Q2 - Action automatisée,Email automatisé de relance
A-0158bb,0.28,low,678.3333333333334,Q4 - Stable,Aucune action prioritaire
A-f19b24,0.25,low,841.0,Q4 - Stable,Aucune action prioritaire
A-798a3f,0.94,medium,1065.1666666666667,Q2 - Action automatisée,Email automatisé de relance
A-42b791,0.89,medium,2722.8571428571427,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-068fc6,0.23,low,2908.5,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-6f50ae,0.87,medium,1125.75,Q2 - Action automatisée,Email automatisé de relance
A-a2485e,0.35,low,1462.5,Q4 - Stable,Aucune action prioritaire
A-bb1eaa,0.97,high,1659.0,Q2 - Action automatisée,Email automatisé de relance
A-cc98bc,0.15,low,2156.7,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-d77f4c,0.85,low,3733.076923076923,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-ccabf0,0.93,medium,2237.9,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-700ade,0.93,medium,2109.375,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-4a4c2d,0.1,low,2612.769230769231,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-b7ef83,0.92,medium,1980.1666666666667,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-e08cd3,0.65,low,6974.7,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-19b2c8,0.94,medium,2065.7272727272725,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-970c97,0.29,low,1922.625,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-6dee43,0.97,high,1251.0,Q2 - Action automatisée,Email automatisé de relance
A-5ed98d,0.92,medium,2976.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-c58f49,0.94,medium,7630.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-9c18c4,0.15,low,1782.3,Q3 - Surveiller,"Suivi mensuel, offre fidélisation"
A-cc8c8f,0.8,low,2003.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-5f7781,0.97,high,2050.4,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-e1b9cd,0.78,low,2547.846153846154,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-ac85cd,0.87,medium,2662.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-d792a6,0.76,low,778.0,Q2 - Action automatisée,Email automatisé de relance
A-ac9111,0.9,medium,1202.0,Q2 - Action automatisée,Email automatisé de relance
A-18793f,0.87,medium,7858.8,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-9f0b68,0.56,low,2825.2,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-d3c88e,0.98,high,950.4,Q2 - Action automatisée,Email automatisé de relance
A-ccb686,0.7,low,1934.2,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-118f1c,0.76,low,4776.0,Q1 - Priorité maximale,Appel CSM immédiat sous 24h
A-0e966d,0.21,low,1131.3636363636365,Q4 - Stable,Aucune action prioritaire
A-b9f5b1,0.92,medium,0.0,Q2 - Action automatisée,Email automatisé de relance
A-8ae3fc,0.81,low,809.0,Q2 - Action automatisée,Email automatisé de relance
A-55f257,0.53,low,1213.7,Q2 - Action automatisée,Email automatisé de relance
A-d26ab4,0.93,medium,1255.75,Q2 - Action automatisée,Email automatisé de relance
A-712533,0.89,medium,1324.0,Q2 - Action automatisée,Email automatisé de relance
A-781cc0,0.92,medium,1144.6875,Q2 - Action automatisée,Email automatisé de relance
